CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;33;183;52;113
01:00;41;262;91;179
02:00;40;242;68;142
03:00;36;227;41;97
04:00;33;182;29;78
05:00;33;162;29;78
06:00;35;134;32;83
07:00;35;110;46;106
08:00;41;95;88;174
09:00;41;89;117;219
10:00;44;97;104;202
11:00;44;100;101;198
12:00;45;110;99;195
13:00;53;135;98;203
14:00;57;185;102;212
15:00;56;218;96;202
16:00;70;227;135;275
17:00;73;232;174;339
18:00;69;226;178;340
19:00;60;199;174;326
20:00;50;186;120;233
21:00;45;170;100;197
22:00;40;162;82;164
23:00;40;167;88;173
