CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;77.6965;58.5978;35.9123;50.7699;853.82;1044.92;155.587
01:00;65.1334;58.1764;36.9948;53.2247;748.062;1065.38;146.78
02:00;54.4759;51.1929;35.4344;42.1077;617.822;1150.54;118.8
03:00;41.832;43.9662;31.8722;27.3488;515.848;1096.53;83.5
04:00;41.4568;44.154;31.9585;32.7001;522.923;1025.46;91.5
05:00;40.0853;46.1833;33.1637;59.0205;514.049;914.986;130.2
06:00;47.9175;52.324;37.6894;120.906;725.843;779.389;232.6
07:00;56.0881;58.1242;42.1662;152.636;877.19;707.194;290.25
08:00;69.5572;54.3218;38.7508;150.575;1022.53;698.231;300.532
09:00;66.9656;49.7824;32.817;121.15;1035.66;728.983;252.969
10:00;80.1079;40.8593;22.9396;91.1089;903.52;764.695;219.957
11:00;78.7848;31.1958;16.4368;58.6364;648.581;781.287;168.646
12:00;89.3052;29.6073;14.721;54.6789;674.667;800.255;173.175
13:00;73.0548;32.878;13.7638;38.5403;587.685;809.46;132.162
14:00;;28.7596;12.4059;;;821.405;
15:00;90.0423;21.7967;10.9299;31.5498;605.628;782.61;138.427
16:00;91.1996;23.1462;11.0458;34.8737;543.906;714.235;144.691
17:00;110.415;25.9362;10.865;43.3166;584.315;649.757;176.929
18:00;150.564;23.6;12.1648;76.6877;858.48;643.323;268.25
19:00;141.165;31.3204;14.2396;87.4836;928.36;683.292;275.397
20:00;156.623;36.0089;16.0897;129.821;1013.62;731.713;355.95
21:00;158.704;48.656;24.1924;193.059;1579.92;873.461;454.962
22:00;130.561;53.3844;29.7883;143.364;1438.57;944.1;350.639
23:00;99.213;62.9822;35.8289;86.6287;1102.24;1006.18;231.978
