CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;50;225;201;249;2760;430
01:00;31;235;172;111;2180;201
02:00;23;247;178;95;2130;167
03:00;20;263;176;75;1890;135
04:00;23;266;177;68;1640;126
05:00;26;240;160;81;1590;150
06:00;33;206;138;112;1600;204
07:00;38;210;140;154;2160;273
08:00;44;172;117;217;1990;375
09:00;47;166;114;227;2020;394
10:00;57;156;114;220;1970;393
11:00;91;160;126;289;2320;532
12:00;101;175;129;272;2300;517
13:00;91;136;104;239;1760;457
14:00;110;90;58;288;1260;550
15:00;131;99;58;398;1800;738
16:00;148;131;75;482;2440;885
17:00;200;181;101;787;4090;1402
18:00;160;178;112;613;3440;1096
19:00;124;182;134;496;3050;882
20:00;114;198;154;504;3210;884
21:00;88;219;181;423;3230;734
22:00;77;218;185;375;3170;649
23:00;66;224;197;346;3080;594
