CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;100;99;168;1930;358
01:00;78;98;126;1730;272
02:00;45;39;22;620;80
03:00;34;31;13;430;56
04:00;36;45;17;440;63
05:00;44;36;36;550;101
06:00;62;40;151;980;295
07:00;72;88;257;1740;466
08:00;89;104;244;1740;462
09:00;87;98;157;1290;328
10:00;93;107;150;1410;324
11:00;77;115;88;900;214
12:00;70;59;81;930;195
13:00;73;27;87;870;208
14:00;73;38;63;720;171
15:00;92;58;75;880;207
16:00;92;72;91;1130;232
17:00;76;61;67;1000;179
18:00;80;48;65;890;180
19:00;100;61;104;1270;260
20:00;83;68;61;1010;177
21:00;93;58;137;1390;304
22:00;109;85;169;1770;370
23:00;109;97;160;1740;354
