CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;37;26;32;86
01:00;28;33;17;54
02:00;29;33;14;51
03:00;27;25;17;52
04:00;24;26;17;49
05:00;31;21;31;78
06:00;45;21;95;190
07:00;66;32;177;337
08:00;77;28;182;355
09:00;70;48;122;256
10:00;71;54;128;266
11:00;68;59;103;224
12:00;65;65;93;206
13:00;69;69;75;182
14:00;68;62;79;188
15:00;66;72;61;158
16:00;89;56;101;242
17:00;108;44;200;413
18:00;92;48;143;310
19:00;75;33;80;197
20:00;67;41;67;167
21:00;59;30;53;141
22:00;48;29;38;106
23:00;43;31;44;110
