CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;30;63;17;820;55
01:00;38;20;23;710;72
02:00;29;40;14;710;50
03:00;27;51;16;690;50
04:00;26;38;10;690;41
05:00;23;35;11;700;39
06:00;35;45;34;860;86
07:00;50;57;86;1050;181
08:00;47;64;81;1180;170
09:00;40;73;65;1140;139
10:00;50;71;58;960;138
11:00;33;65;42;870;98
12:00;43;45;50;1010;119
13:00;38;53;42;780;102
14:00;42;28;43;830;108
15:00;49;45;50;1010;125
16:00;46;31;48;970;120
17:00;66;59;78;1360;184
18:00;94;76;110;1990;261
19:00;91;82;110;1740;259
20:00;77;92;95;1990;221
21:00;74;146;88;1740;208
22:00;54;174;55;1350;137
23:00;57;110;59;1280;146
