CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;80;51;34;75;1180;194
01:00;60;41;32;39;750;120
02:00;36;17;15;25;500;73
03:00;41;17;15;23;470;76
04:00;38;15;15;27;510;79
05:00;34;21;20;21;400;65
06:00;41;32;30;34;490;91
07:00;43;42;40;33;580;92
08:00;54;46;43;57;690;140
09:00;54;45;42;47;610;125
10:00;60;48;43;59;660;149
11:00;63;43;37;56;660;149
12:00;66;34;28;53;660;146
13:00;65;25;20;46;570;136
14:00;;23;17;;720;
15:00;73;22;17;48;600;146
16:00;86;23;17;65;990;184
17:00;122;24;17;88;1320;256
18:00;106;28;19;80;930;229
19:00;113;29;21;82;880;237
20:00;147;31;23;127;1770;341
21:00;129;83;38;154;1600;363
22:00;125;92;48;176;1750;394
23:00;112;95;57;168;1590;367
