CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;44;104;92;59;920;134
01:00;37;93;84;32;730;85
02:00;33;84;78;25;680;70
03:00;36;82;77;26;690;76
04:00;36;80;75;30;640;81
05:00;37;80;72;31;600;84
06:00;47;82;69;65;650;146
07:00;68;98;76;155;1170;306
08:00;74;122;87;184;1250;356
09:00;77;145;96;212;1330;401
10:00;77;156;104;213;1370;403
11:00;82;156;101;199;1200;387
12:00;75;171;96;150;1050;304
13:00;85;169;99;153;1060;318
14:00;82;154;94;141;1230;297
15:00;97;149;89;150;1260;326
16:00;87;147;88;137;1370;296
17:00;82;137;86;136;1350;290
18:00;80;125;88;158;1410;323
19:00;70;130;95;132;1270;272
20:00;67;135;108;123;1200;256
21:00;63;127;106;125;1260;253
22:00;58;109;92;111;1190;227
23:00;51;109;94;79;1040;172
