CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;48;62;650;143
01:00;36;37;430;94
02:00;63;184;1250;343
03:00;39;108;780;204
04:00;33;110;710;201
05:00;32;129;720;229
06:00;37;175;970;305
07:00;58;344;1590;583
08:00;62;338;2030;578
09:00;103;553;2840;950
10:00;108;499;;871
11:00;116;395;3070;721
12:00;;;1680;
13:00;81;97;770;229
14:00;72;77;670;189
15:00;88;102;860;243
16:00;101;120;980;285
17:00;102;126;1220;294
18:00;85;97;970;233
19:00;83;99;960;233
20:00;98;164;1410;348
21:00;78;87;910;211
22:00;60;62;680;154
23:00;54;61;640;147
