CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;46;22;40;560;105
01:00;44;23;26;440;83
02:00;28;37;13;320;47
03:00;23;28;10;250;38
04:00;27;23;10;280;42
05:00;33;38;17;280;59
06:00;49;50;63;420;144
07:00;67;63;137;750;276
08:00;70;65;132;820;270
09:00;67;49;91;610;204
10:00;68;39;88;510;200
11:00;68;29;90;500;203
12:00;79;26;108;610;242
13:00;74;53;82;580;197
14:00;76;51;96;590;222
15:00;83;45;94;670;225
16:00;82;45;106;740;242
17:00;77;40;111;790;246
18:00;80;32;106;840;240
19:00;75;38;117;770;253
20:00;90;47;179;1160;363
21:00;90;35;116;920;267
22:00;66;28;65;700;164
23:00;69;24;77;740;185
