CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;69.4036;178.783;134.21;211.683;1975.52;2161.42;394.055
01:00;23.6898;20.8605;16.408;15.1078;335.419;369.494;46.8621
02:00;19.8229;22.0188;17.7027;7.08746;294.684;364.211;30.7132
03:00;23.3163;25.3741;20.4546;11.8676;262.929;351.965;41.5605
04:00;22.6536;30.4226;24.7632;12.63;305.411;343.152;42.0392
05:00;33.2618;33.512;25.886;26.8881;339.84;333.819;74.5501
06:00;45.472;26.8547;19.2444;48.7425;370.142;333.831;120.127
07:00;67.9009;34.4227;22.1878;123.532;799.53;379.536;257.469
08:00;85.9755;42.2039;25.4111;179.602;923.2;453.894;361.893
09:00;96.0555;50.4901;28.4413;201.618;951.84;530.947;405.348
10:00;84.1396;61.9275;34.8415;170.257;905.52;607.301;345.309
11:00;73.2376;47.2063;26.0238;127.129;682.35;659.729;268.229
12:00;68.3717;35.7481;20.1605;78.3968;478.673;681.387;188.661
13:00;81.7212;44.9709;21.429;113.259;638.347;718.7;255.441
14:00;67.2887;33.7441;18.7763;89.9856;592.955;746.552;205.586
15:00;80.4613;39.2269;21.7498;117.976;639.056;726.493;261.271
16:00;87.6946;47.476;27.6943;149.351;825.43;714.271;316.904
17:00;120.418;97.6068;47.6622;366.937;1555.1;789.679;683.474
18:00;151.248;158.971;73.9889;590.733;2663.77;1009.46;1057.48
19:00;144.737;171.72;88.7287;551.624;2784.61;1272.24;991.184
20:00;121.051;183.363;115.209;432.026;2576.1;1534.42;783.816
21:00;104.347;174.851;117.692;373.376;2299.63;1742.08;677.142
22:00;87.2323;169.529;124.53;240.965;1868.24;1901.49;456.857
23:00;72.7147;156.074;116.67;168.301;1568.42;2017.66;330.895
