CZAS;Pył zawieszony PM10;Tlenek węgla
00:00;243;2540
01:00;216;2370
02:00;197;2150
03:00;203;1770
04:00;185;1770
05:00;170;1820
06:00;175;1810
07:00;172;2340
08:00;189;2040
09:00;184;2030
10:00;184;1620
11:00;147;1230
12:00;110;820
13:00;74;710
14:00;61;950
15:00;65;980
16:00;64;910
17:00;73;950
18:00;76;1150
19:00;78;1830
20:00;97;2480
21:00;169;3170
22:00;311;3450
23:00;302;2920
