CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;51;101;81;63;800;154
01:00;48;98;80;33;870;103
02:00;34;81;67;15;660;59
03:00;21;61;51;6;520;33
04:00;21;55;47;7;480;34
05:00;28;55;46;17;480;57
06:00;52;56;48;66;550;158
07:00;77;61;50;170;920;345
08:00;80;66;53;196;1040;390
09:00;91;76;60;215;1150;430
10:00;82;92;66;197;1130;393
11:00;88;116;76;197;1100;399
12:00;89;108;73;203;1040;410
13:00;89;107;73;158;990;342
14:00;91;102;82;140;940;315
15:00;96;111;85;159;1040;351
16:00;108;106;85;177;1330;392
17:00;107;103;84;201;1320;427
18:00;110;105;84;220;1390;459
19:00;107;112;89;195;1400;418
20:00;98;122;98;157;1360;350
21:00;93;150;120;130;1290;302
22:00;79;128;103;114;1180;263
23:00;73;111;90;94;1030;225
