CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;96;230;223;201;3260;403
01:00;70;190;180;89;2040;205
02:00;65;195;186;78;1880;184
03:00;63;207;200;99;2120;213
04:00;63;213;208;91;2130;202
05:00;65;229;222;136;2510;272
06:00;67;297;236;127;2440;260
07:00;86;259;232;245;2970;460
08:00;97;251;238;370;4200;663
09:00;90;272;259;236;3440;451
10:00;89;248;233;191;2770;381
11:00;;186;176;;;
12:00;;162;150;;;
13:00;;126;104;;;
14:00;108;113;97;150;1650;336
15:00;123;89;75;184;1760;405
16:00;123;76;65;184;1870;404
17:00;128;92;76;195;2030;426
18:00;158;175;147;412;3900;789
19:00;186;180;159;649;5340;1178
20:00;173;207;188;592;4770;1079
21:00;139;201;186;353;3940;679
22:00;136;232;219;395;4380;740
23:00;117;234;224;296;3780;570
