CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;26;7;19;56
01:00;19;5;11;36
02:00;37;99;64;136
03:00;35;89;56;121
04:00;30;83;45;99
05:00;32;62;72;143
06:00;39;81;129;236
07:00;62;108;310;537
08:00;58;152;258;453
09:00;110;192;350;645
10:00;105;214;231;458
11:00;109;213;175;378
12:00;87;151;81;211
13:00;99;87;82;224
14:00;81;55;53;162
15:00;98;63;71;206
16:00;92;84;93;235
17:00;51;65;32;99
18:00;55;74;38;114
19:00;79;47;71;188
20:00;72;40;55;155
21:00;74;39;63;171
22:00;;31;;
23:00;29;15;25;67
