CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;57;43;59;1200;147
01:00;48;48;49;890;122
02:00;33;45;50;900;109
03:00;28;34;40;850;89
04:00;24;37;44;810;91
05:00;24;33;59;820;114
06:00;22;52;42;730;86
07:00;39;26;86;1080;171
08:00;45;43;63;1010;142
09:00;50;44;57;990;138
10:00;58;52;58;1110;148
11:00;53;33;48;890;126
12:00;54;28;50;1080;130
13:00;55;15;44;1130;122
14:00;52;13;37;890;109
15:00;61;19;50;1060;137
16:00;69;9;60;1130;161
17:00;75;18;58;1180;162
18:00;86;30;86;1570;217
19:00;91;;95;1700;236
20:00;100;;165;2090;351
21:00;84;;155;2150;322
22:00;74;;110;1630;241
23:00;65;;85;1360;195
