CZAS;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;13;9;410
01:00;9;7;360
02:00;7;6;280
03:00;7;6;260
04:00;9;7;270
05:00;11;11;290
06:00;9;9;420
07:00;7;7;570
08:00;7;7;830
09:00;7;7;770
10:00;9;7;870
11:00;13;11;1260
12:00;11;9;750
13:00;7;7;580
14:00;7;7;490
15:00;7;7;570
16:00;11;7;680
17:00;9;9;750
18:00;9;7;1340
19:00;11;7;840
20:00;11;11;740
21:00;11;11;730
22:00;11;11;740
23:00;11;9;540
