CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;65;262;268;474
01:00;46;174;129;242
02:00;37;168;101;192
03:00;32;149;83;160
04:00;31;132;88;165
05:00;31;136;85;162
06:00;38;140;148;264
07:00;39;146;172;302
08:00;67;133;271;482
09:00;69;141;304;534
10:00;63;159;200;369
11:00;76;148;184;357
12:00;77;123;168;333
13:00;90;107;180;366
14:00;99;110;235;459
15:00;122;113;298;579
16:00;110;131;353;650
17:00;129;152;486;873
18:00;142;195;578;1026
19:00;135;228;577;1018
20:00;114;250;488;861
21:00;90;294;381;675
22:00;89;278;437;757
23:00;74;286;337;588
