CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;48;113;54;130
01:00;30;93;67;133
02:00;29;61;40;90
03:00;27;57;39;87
04:00;21;56;36;77
05:00;21;59;48;94
06:00;25;54;72;134
07:00;25;121;84;153
08:00;24;57;81;149
09:00;30;59;110;199
10:00;37;78;129;234
11:00;46;89;113;218
12:00;62;90;132;265
13:00;71;104;107;235
14:00;81;87;115;256
15:00;87;86;128;283
16:00;98;94;184;379
17:00;109;110;288;551
18:00;121;135;447;805
19:00;107;186;461;813
20:00;110;196;467;824
21:00;77;205;203;388
22:00;75;147;216;406
23:00;62;191;128;257
