CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;33;48;21;700;64
01:00;56;120;51;1310;134
02:00;48;117;36;1010;103
03:00;43;106;22;910;76
04:00;30;98;13;820;50
05:00;36;94;23;790;71
06:00;;89;;;
07:00;51;86;48;950;123
08:00;57;94;71;1240;165
09:00;41;103;41;810;104
10:00;45;79;40;770;106
11:00;46;69;42;810;110
12:00;47;66;40;800;108
13:00;46;71;39;760;105
14:00;47;80;41;850;108
15:00;46;91;46;860;116
16:00;67;93;96;1430;212
17:00;79;80;116;1810;256
18:00;64;87;96;1410;210
19:00;57;85;66;1260;158
20:00;67;78;87;1710;199
21:00;51;81;58;1140;139
22:00;46;66;45;900;114
23:00;38;54;33;860;88
