CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;61;173;86;1600;193
01:00;62;82;38;1030;121
02:00;52;68;26;970;91
03:00;47;62;19;880;76
04:00;50;55;24;780;87
05:00;52;46;24;780;89
06:00;79;53;160;1420;325
07:00;92;71;302;2160;556
08:00;97;89;329;2560;600
09:00;98;103;291;2310;543
10:00;99;110;235;1890;458
11:00;97;111;218;2020;430
12:00;105;130;241;2220;474
13:00;98;131;144;1710;319
14:00;105;133;222;2060;446
15:00;95;137;145;1730;318
16:00;93;114;131;1890;293
17:00;95;122;140;2110;310
18:00;108;132;194;2750;406
19:00;108;135;161;2740;354
20:00;109;114;186;2640;394
21:00;94;112;149;2190;322
22:00;86;145;138;2340;298
23:00;76;154;143;2570;295
