CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
23:00;4.35087;77.3947;121.958;55.2712;190.723;1337.1;1064.67;369.969
00:00;4.73471;70.0599;113.517;73.8506;191.875;1307.96;1156.83;364.377
01:00;4.85215;71.5951;74.188;57.6445;226.071;1607.06;1249.01;418.418
02:00;5.0983;68.0443;79.9292;65.8763;265.893;1983.69;1345.1;475.907
03:00;4.98502;65.2949;73.9751;61.6962;226.738;1795.13;1426.6;413.084
04:00;4.52249;57.1333;67.9753;56.7166;194.224;1357.85;1445.06;355.047
05:00;3.9674;63.756;57.9296;48.4313;195.833;1108.6;1442.25;364.19
06:00;3.68154;66.7924;56.9855;47.3599;177.433;1036.54;1441.74;339.045
07:00;3.49529;82.2659;45.5323;36.7053;266.597;1205.99;1425.35;491.196
08:00;3.20172;80.3625;39.8355;32.1844;210.022;1092.02;1398.36;402.411
09:00;2.94188;74.827;55.6447;27.7583;184.789;1006.53;1323.29;358.294
10:00;2.64798;75.5699;185.717;35.0164;129.514;913.41;1189.51;274.257
11:00;2.24516;66.8131;154.726;30.7909;88.7005;679.8;1050.09;202.874
12:00;1.92632;69.859;89.3265;21.3172;87.5647;629.66;959.069;204.205
13:00;1.33041;49.9532;55.4849;14.2234;54.3495;500.65;883.075;133.154
14:00;0.93986;49.9893;33.5778;9.19998;39.6328;431.994;807.507;110.685
15:00;0.956432;54.6698;32.3405;11.1731;49.4283;480.414;716.81;130.582
16:00;1.06414;61.0401;40.4411;15.3538;56.4195;558.746;650.15;147.604
17:00;1.39923;59.844;45.3603;23.0434;52.0328;628.68;602.919;139.753
18:00;1.88041;83.1427;55.6756;32.9616;99.7008;921.27;603.902;236.23
19:00;2.17605;77.0025;88.2969;40.6713;94.7554;925.65;634.633;222.383
20:00;2.67997;93.3454;114.981;48.9832;184.116;1247.14;711.818;375.749
21:00;2.71119;83.9254;101.319;44.358;148.004;1091.91;785.725;310.982
22:00;2.29161;71.3613;77.7693;34.9342;81.9241;793.87;830.96;196.914
23:00;1.86777;60.0124;73.9258;26.3829;63.3954;722.56;861.228;157.201
00:00;1.50602;41.9999;40.9196;18.4721;23.462;433.611;845.586;77.9983
