CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;85;70;57;93;1110;226
01:00;74;64;53;65;980;171
02:00;59;46;42;23;800;93
03:00;54;47;42;26;730;93
04:00;49;45;40;32;670;97
05:00;48;47;40;47;640;118
06:00;55;42;37;77;730;172
07:00;63;42;37;125;810;253
08:00;67;51;39;157;900;306
09:00;88;72;47;255;1110;478
10:00;105;80;49;178;1350;377
11:00;111;98;59;151;1410;339
12:00;133;78;44;176;1650;402
13:00;109;46;29;92;1440;249
14:00;128;44;28;127;1590;322
15:00;128;47;28;128;1620;324
16:00;122;42;29;94;1550;265
17:00;93;36;24;53;1240;173
18:00;129;38;25;106;1570;291
19:00;173;38;27;180;2160;449
20:00;195;64;39;319;2430;683
21:00;164;98;66;328;2110;664
22:00;118;92;74;163;1530;367
23:00;98;77;57;133;1300;300
