CZAS;Dwutlenek azotu;Tlenek azotu;Tlenki azotu
00:00;44;53;126
01:00;42;68;147
02:00;38;30;84
03:00;37;22;70
04:00;29;14;51
05:00;28;16;53
06:00;35;31;81
07:00;46;65;145
08:00;59;114;234
09:00;49;80;171
10:00;58;109;224
11:00;52;80;175
12:00;43;50;119
13:00;57;88;192
14:00;68;114;244
15:00;60;94;204
16:00;70;112;241
17:00;73;107;237
18:00;81;168;337
19:00;82;164;331
20:00;74;136;283
21:00;66;123;254
22:00;58;112;230
23:00;52;88;187
