CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;30;174;53;111
01:00;46;225;225;391
02:00;45;225;135;253
03:00;33;181;39;93
04:00;33;129;36;89
05:00;31;93;33;83
06:00;32;69;47;105
07:00;37;68;76;153
08:00;42;67;109;210
09:00;47;65;152;280
10:00;49;71;174;316
11:00;48;79;191;341
12:00;59;86;205;372
13:00;64;104;228;414
14:00;67;122;218;401
15:00;59;123;148;286
16:00;55;116;106;217
17:00;74;111;240;442
18:00;70;112;258;466
19:00;65;124;216;397
20:00;56;128;176;325
21:00;53;140;217;385
22:00;45;150;165;298
23:00;35;163;82;160
