CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;70;60;46;115;1230;245
01:00;53;56;47;76;1050;168
02:00;46;23;19;37;700;102
03:00;45;24;19;37;550;101
04:00;44;25;20;32;480;92
05:00;43;23;19;57;510;130
06:00;57;27;23;108;710;220
07:00;87;44;34;231;1280;439
08:00;92;45;34;258;1630;485
09:00;108;57;40;313;1540;585
10:00;82;43;32;164;900;332
11:00;88;40;26;121;840;273
12:00;89;39;22;94;810;233
13:00;99;32;20;95;780;244
14:00;111;29;18;112;810;282
15:00;90;31;18;78;710;209
16:00;96;33;19;79;760;216
17:00;100;38;23;95;840;245
18:00;108;32;20;126;990;300
19:00;113;37;24;130;1040;310
20:00;92;41;28;88;830;225
21:00;91;48;35;102;1010;246
22:00;95;54;39;133;1260;298
23:00;80;55;43;109;1190;246
