CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;38;58;630;127
01:00;38;71;750;146
02:00;43;63;840;140
03:00;39;37;590;96
04:00;40;48;530;113
05:00;39;42;560;102
06:00;51;123;830;238
07:00;70;218;1330;402
08:00;71;270;1600;483
09:00;69;196;1140;368
10:00;75;272;1560;491
11:00;68;190;1150;357
12:00;59;111;710;229
13:00;67;165;940;319
14:00;74;219;1130;409
15:00;;;1590;
16:00;77;213;1700;402
17:00;76;187;1660;362
18:00;79;182;1350;356
19:00;76;206;1390;391
20:00;73;208;1450;391
21:00;64;168;1170;320
22:00;53;121;900;236
23:00;47;88;780;180
