CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;37;69;7;850;48
01:00;29;111;7;540;39
02:00;41;62;12;520;59
03:00;37;41;8;450;49
04:00;36;30;10;470;50
05:00;41;39;14;600;62
06:00;54;35;32;950;103
07:00;48;79;31;620;95
08:00;42;70;26;630;81
09:00;56;61;43;740;121
10:00;52;57;35;780;105
11:00;51;58;27;790;93
12:00;49;42;23;720;85
13:00;48;44;23;710;82
14:00;45;62;22;770;80
15:00;52;29;27;740;93
16:00;56;36;30;850;101
17:00;49;52;22;780;83
18:00;50;47;18;900;78
19:00;55;56;23;1010;90
20:00;74;53;42;1610;138
21:00;76;92;53;2130;158
22:00;66;69;41;1240;130
23:00;66;63;29;1510;110
