CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;35;60;19;680;64
01:00;9;14;4;220;15
02:00;9;9;5;210;16
03:00;9;12;4;210;15
04:00;11;18;8;240;24
05:00;25;15;21;340;57
06:00;33;10;39;500;93
07:00;37;8;44;670;106
08:00;31;21;34;510;82
09:00;34;17;35;530;89
10:00;32;28;30;430;78
11:00;38;37;41;500;100
12:00;35;29;34;500;88
13:00;37;26;37;490;94
14:00;38;32;35;610;91
15:00;49;18;50;870;127
16:00;49;45;49;850;123
17:00;60;43;67;1040;163
18:00;57;37;67;1110;159
19:00;59;42;75;1350;174
20:00;54;58;57;990;141
21:00;48;62;51;860;126
22:00;48;75;49;880;123
23:00;39;93;22;740;73
