CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;68;288;213;3450;393
01:00;63;253;204;3300;375
02:00;41;254;119;2410;223
03:00;39;231;103;2270;195
04:00;37;227;119;2080;219
05:00;50;197;220;2310;386
06:00;69;175;389;2960;664
07:00;92;188;511;3780;873
08:00;104;199;462;3860;808
09:00;140;211;540;3650;966
10:00;120;220;366;2860;679
11:00;130;;318;2650;616
12:00;151;212;432;3180;810
13:00;136;178;358;2780;683
14:00;129;187;253;2760;516
15:00;109;183;147;1610;334
16:00;117;155;259;2400;512
17:00;131;103;298;3050;586
18:00;129;115;335;3680;640
19:00;131;128;442;4360;807
20:00;106;150;335;4410;618
21:00;96;200;343;4260;620
22:00;87;260;326;4370;585
23:00;76;286;253;3910;462
