CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;95;143;3010;313
01:00;81;72;1960;190
02:00;82;47;1850;154
03:00;86;59;1950;175
04:00;70;30;1370;116
05:00;66;33;1230;116
06:00;74;104;1230;233
07:00;93;241;1930;461
08:00;95;258;2100;489
09:00;106;279;2080;532
10:00;96;170;1830;355
11:00;97;157;1770;337
12:00;108;157;1800;348
13:00;106;137;1680;316
14:00;109;116;1400;287
15:00;118;144;1430;338
16:00;119;163;1880;370
17:00;139;241;2030;507
18:00;146;289;2290;587
19:00;137;258;2210;531
20:00;137;278;2720;562
21:00;117;195;2660;415
22:00;114;184;3030;395
23:00;104;186;3210;388
