CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;38;50;27;580;81
01:00;23;26;18;490;52
02:00;54;37;24;660;91
03:00;41;48;14;630;65
04:00;44;38;17;510;71
05:00;41;36;23;510;78
06:00;77;39;87;810;211
07:00;73;50;91;1150;213
08:00;81;56;98;1290;233
09:00;59;72;96;1030;208
10:00;44;47;55;680;130
11:00;38;51;44;580;107
12:00;46;36;50;540;125
13:00;44;16;42;560;110
14:00;55;34;52;660;135
15:00;40;25;43;600;107
16:00;48;33;47;650;122
17:00;39;24;44;580;109
18:00;45;28;48;620;119
19:00;35;26;44;530;103
20:00;58;22;55;810;143
21:00;65;42;56;990;153
22:00;58;51;44;800;128
23:00;47;53;45;750;117
