CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;24;16;18;52
01:00;19;25;15;43
02:00;21;15;16;46
03:00;19;15;15;41
04:00;17;11;10;34
05:00;17;18;11;35
06:00;26;9;21;58
07:00;22;8;23;57
08:00;32;8;39;92
09:00;29;6;33;80
10:00;24;12;28;68
11:00;25;22;30;71
12:00;29;25;34;82
13:00;27;39;30;73
14:00;29;24;34;81
15:00;30;22;38;89
16:00;31;24;35;85
17:00;35;24;41;98
18:00;43;35;61;137
19:00;37;26;43;103
20:00;49;22;69;154
21:00;37;27;45;107
22:00;37;40;47;109
23:00;33;20;34;85
