CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;32;33;360;82
01:00;27;23;320;62
02:00;46;26;510;86
03:00;44;24;480;80
04:00;44;24;460;81
05:00;51;39;450;110
06:00;63;90;610;201
07:00;71;119;970;252
08:00;75;161;1110;320
09:00;86;179;1350;359
10:00;78;117;1000;255
11:00;73;97;810;220
12:00;80;129;1070;277
13:00;67;120;940;251
14:00;68;127;940;262
15:00;72;132;1020;274
16:00;73;129;1130;270
17:00;80;138;1280;290
18:00;79;154;1420;315
19:00;77;151;1560;307
20:00;67;125;1120;258
21:00;49;71;650;156
22:00;43;55;540;126
23:00;39;50;560;115
