CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;19;8;7;18;540;46
01:00;24;38;35;19;830;53
02:00;19;31;29;17;620;44
03:00;21;26;24;15;610;44
04:00;28;24;21;23;560;63
05:00;21;20;18;23;520;55
06:00;45;23;20;71;680;154
07:00;61;28;25;166;1240;315
08:00;67;32;30;188;1430;355
09:00;79;39;34;228;1460;428
10:00;60;52;32;138;1110;270
11:00;56;41;23;98;910;205
12:00;54;31;19;80;840;176
13:00;42;23;13;56;730;126
14:00;46;19;15;65;800;146
15:00;58;21;16;96;950;205
16:00;55;29;17;93;1040;197
17:00;57;19;14;88;1130;190
18:00;58;22;15;100;1040;211
19:00;57;18;15;102;1030;213
20:00;48;18;13;69;850;153
21:00;39;16;12;48;730;111
22:00;32;14;11;38;740;89
23:00;27;12;9;27;630;67
