CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;20;22;7;13;330;39
01:00;13;15;9;8;290;24
02:00;21;42;40;11;310;36
03:00;34;49;44;23;410;68
04:00;31;42;37;21;350;62
05:00;36;44;39;33;350;86
06:00;49;48;41;82;520;174
07:00;64;46;43;157;1090;302
08:00;64;51;48;149;1050;291
09:00;54;66;55;109;870;221
10:00;55;82;58;100;780;207
11:00;45;55;41;76;710;161
12:00;40;39;27;61;540;132
13:00;38;27;15;59;510;126
14:00;37;30;17;57;500;124
15:00;45;51;25;54;590;127
16:00;44;52;26;56;570;129
17:00;50;43;23;54;570;131
18:00;57;36;21;60;650;146
19:00;44;35;16;37;520;100
20:00;51;41;28;34;520;102
21:00;55;63;34;34;580;105
22:00;37;76;24;32;520;85
23:00;25;38;10;20;410;55
