CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;27;13;22;570;61
01:00;31;21;25;500;70
02:00;27;31;19;470;55
03:00;26;25;21;490;58
04:00;28;27;17;480;55
05:00;34;42;30;630;80
06:00;42;35;76;950;157
07:00;53;52;138;1290;264
08:00;49;45;111;1350;218
09:00;48;65;97;1060;196
10:00;48;81;78;970;167
11:00;53;66;88;1180;187
12:00;56;56;75;1120;171
13:00;57;47;79;1020;177
14:00;66;40;109;1380;233
15:00;74;35;151;1950;306
16:00;67;52;126;1820;260
17:00;55;82;80;1360;179
18:00;48;62;62;1030;144
19:00;44;62;45;810;113
20:00;42;40;44;830;109
21:00;31;38;29;680;76
22:00;28;34;28;590;70
23:00;21;19;18;510;48
