CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;45;42;460;109
01:00;35;28;420;78
02:00;41;98;820;190
03:00;36;84;710;164
04:00;34;98;820;184
05:00;33;105;800;192
06:00;40;151;910;270
07:00;56;266;1500;462
08:00;60;251;1390;444
09:00;72;328;1760;573
10:00;82;313;1670;561
11:00;67;150;1000;296
12:00;64;103;760;221
13:00;66;93;680;208
14:00;69;95;660;213
15:00;65;72;630;174
16:00;;;580;
17:00;66;75;650;179
18:00;73;98;910;222
19:00;78;104;990;236
20:00;68;101;830;223
21:00;61;92;830;201
22:00;61;80;880;182
23:00;57;66;690;157
