CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;34;83;84;163
01:00;31;71;54;115
02:00;30;71;42;94
03:00;28;59;30;73
04:00;28;60;29;72
05:00;28;44;33;77
06:00;31;31;74;144
07:00;47;31;178;319
08:00;49;66;180;325
09:00;62;119;250;444
10:00;68;143;260;464
11:00;66;167;197;367
12:00;62;131;189;351
13:00;59;129;192;353
14:00;51;124;149;280
15:00;73;108;254;461
16:00;67;158;250;449
17:00;75;173;255;466
18:00;64;163;235;424
19:00;63;145;249;444
20:00;50;103;185;332
21:00;47;100;207;362
22:00;43;120;144;262
23:00;40;101;120;223
