CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;49;64;1120;148
01:00;41;50;1010;117
02:00;42;43;910;107
03:00;36;36;950;91
04:00;36;41;920;99
05:00;36;55;990;121
06:00;42;107;1230;206
07:00;52;174;1650;318
08:00;61;248;2170;441
09:00;67;257;2060;460
10:00;;;1570;
11:00;73;222;1830;413
12:00;83;200;1670;388
13:00;101;237;1720;463
14:00;97;217;1810;429
15:00;104;272;2130;520
16:00;107;307;2420;575
17:00;96;284;2620;530
18:00;97;298;2760;553
19:00;94;308;2780;565
20:00;74;148;1590;299
21:00;69;125;1380;261
22:00;59;96;1190;206
23:00;52;77;1080;168
