CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;17.0511;58.6404;176.011;157.291;62.1668;1850.14;2778.07;153.6
01:00;20.9792;63.755;307.431;233.374;191.296;3099.67;2483.72;356.1
02:00;21.6323;57.246;310.083;229.39;156.716;2846.86;2643.61;296.6
03:00;22.8742;56.0302;334.347;246.908;175.942;3130.48;2801.74;324.8
04:00;23.313;52.3896;316.307;243.151;144.517;3106.83;2923.32;273.2
05:00;22.7582;49.1423;300.869;228.893;133.926;2920.44;3003.03;253.7
06:00;22.2935;51.9948;319.504;232.179;169.038;3128.77;3037.32;310.2
07:00;21.1905;56.2587;290.649;212.884;173.866;3046.21;3042.19;322
08:00;20.4415;59.827;288.625;208.786;203.788;3243.25;3065.31;371.2
09:00;19.2842;64.2667;262.149;187.392;216.539;3058.11;3060.12;395.1
10:00;19.6009;87.2052;270.986;192.762;264.605;3282.67;3114.59;491.5
11:00;20.2239;92.4861;293.753;195.272;280.372;3121.64;3113.49;521
12:00;20.2168;97.3032;374.69;203.839;208.884;2766.58;3070.96;416.5
13:00;20.9737;117.285;444.367;221.981;222.852;3018.99;3083.28;457.9
14:00;21.2956;125.241;443.319;226.99;204.223;3050.45;3073.49;437.2
15:00;20.3821;119.054;409.568;209.587;178.523;2595.38;3017.13;391.9
16:00;19.6251;111.412;366.735;190.143;152.644;2326.66;2902.56;344.6
17:00;19.8157;124.332;402.183;196.81;244.776;2742.65;2863.13;498.4
18:00;20.3736;134.995;404.842;215.027;274.883;3086.07;2838.55;555
19:00;20.9111;124.089;362.891;210.399;244.278;3111.21;2837.25;497.4
20:00;21.4878;113.799;316.805;227.168;193.373;3024.06;2869.43;409.3
21:00;21.5435;107.522;317.3;224.824;182.036;2907.31;2855.47;385.6
22:00;21.7047;102.218;316.221;234.53;153.316;2949.48;2842.85;336.4
23:00;20.5087;84.0455;265.019;210.928;108.022;2553.62;2837.63;249
