CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;29;88;69;28;870;71
01:00;53;129;98;79;1010;174
02:00;47;132;99;33;990;97
03:00;40;121;96;24;930;77
04:00;38;117;93;18;950;64
05:00;34;112;89;22;930;68
06:00;36;110;88;39;970;96
07:00;41;115;90;55;1020;125
08:00;51;113;88;96;1170;198
09:00;56;110;84;94;1170;199
10:00;54;117;90;113;1290;226
11:00;68;117;88;146;1450;290
12:00;60;124;93;113;1310;232
13:00;66;143;101;148;1450;291
14:00;72;151;103;170;1600;331
15:00;71;138;95;158;1540;313
16:00;67;132;92;138;1430;278
17:00;67;121;88;121;1270;251
18:00;71;120;85;159;1300;314
19:00;53;85;65;77;1030;170
20:00;48;86;67;68;1030;152
21:00;49;108;84;65;1130;147
22:00;43;102;80;53;1050;124
23:00;40;95;75;42;950;105
