CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;63;44;30;83;1170;189
01:00;50;44;30;58;840;139
02:00;39;28;19;22;410;73
03:00;35;40;28;16;550;60
04:00;27;35;24;15;320;50
05:00;;35;24;;340;
06:00;49;49;33;110;680;217
07:00;66;62;43;187;1270;350
08:00;81;68;46;254;1650;470
09:00;78;68;46;186;1330;362
10:00;85;73;37;101;1050;238
11:00;101;59;26;104;960;260
12:00;98;59;26;67;810;199
13:00;92;47;21;52;660;171
14:00;102;38;17;53;800;183
15:00;117;36;16;60;720;207
16:00;119;42;18;77;910;236
17:00;133;44;19;96;1010;280
18:00;122;44;27;105;1260;281
19:00;139;107;34;157;1450;377
20:00;127;90;29;129;1120;324
21:00;134;116;36;166;1690;388
22:00;87;48;29;101;1240;241
23:00;76;40;28;99;1170;226
