CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;50;39;600;109
01:00;33;21;440;64
02:00;28;15;370;51
03:00;28;16;370;52
04:00;30;20;400;61
05:00;39;36;420;94
06:00;55;64;510;153
07:00;73;125;860;265
08:00;84;206;1570;399
09:00;92;198;1200;396
10:00;84;168;1270;341
11:00;79;125;930;271
12:00;63;76;650;180
13:00;55;53;550;136
14:00;62;62;560;156
15:00;70;74;650;183
16:00;70;76;810;185
17:00;79;95;830;223
18:00;86;105;1060;246
19:00;70;69;720;175
20:00;66;67;800;168
21:00;51;44;650;117
22:00;62;58;780;151
23:00;55;45;630;123
