CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;65;47;53;880;146
01:00;59;38;43;870;123
02:00;36;35;17;420;62
03:00;32;37;14;390;53
04:00;38;27;21;450;70
05:00;44;24;27;430;86
06:00;60;40;94;780;204
07:00;75;56;130;1120;273
08:00;77;66;129;1300;274
09:00;78;56;104;1110;236
10:00;71;29;79;970;193
11:00;69;27;65;810;167
12:00;71;39;61;870;164
13:00;70;38;50;770;146
14:00;70;35;58;760;158
15:00;73;47;55;910;158
16:00;55;44;43;740;120
17:00;78;47;81;1150;203
18:00;77;37;71;1050;185
19:00;82;52;78;1180;200
20:00;76;43;71;1160;184
21:00;62;45;46;880;132
22:00;80;48;76;1140;196
23:00;75;47;71;1170;184
