CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;44;35;30;550;90
01:00;36;60;21;550;68
02:00;32;43;17;420;57
03:00;32;37;15;430;54
04:00;24;37;12;350;42
05:00;26;31;14;370;47
06:00;43;44;39;530;102
07:00;59;131;74;850;172
08:00;64;72;91;930;202
09:00;60;62;75;790;172
10:00;67;59;86;880;197
11:00;67;48;70;790;173
12:00;68;49;69;860;174
13:00;71;48;87;840;203
14:00;66;37;82;800;190
15:00;73;40;90;870;210
16:00;74;96;90;1000;211
17:00;81;96;122;1170;267
18:00;75;79;87;1220;208
19:00;83;35;111;1370;251
20:00;68;35;89;1130;203
21:00;69;35;80;980;189
22:00;63;38;67;820;165
23:00;58;34;56;750;142
