CZAS;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;84;52;1260
01:00;69;48;1240
02:00;77;59;1140
03:00;68;52;1050
04:00;73;56;980
05:00;64;44;930
06:00;71;49;890
07:00;67;45;920
08:00;81;55;1010
09:00;79;53;1090
10:00;88;39;1140
11:00;53;24;1140
12:00;45;21;1070
13:00;43;19;1020
14:00;34;13;970
15:00;33;12;920
16:00;29;12;920
17:00;30;13;930
18:00;30;14;950
19:00;38;17;940
20:00;57;25;990
21:00;69;34;1070
22:00;70;40;1120
23:00;78;44;1220
