CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;64;25;18;88;890;198
01:00;60;24;18;77;750;177
02:00;37;10;6;22;340;70
03:00;34;9;5;24;320;70
04:00;37;10;6;27;320;78
05:00;53;13;8;52;400;131
06:00;63;15;10;114;710;237
07:00;124;25;18;325;1380;612
08:00;96;26;18;232;1350;451
09:00;86;36;22;229;1410;436
10:00;100;61;39;256;1430;492
11:00;88;45;28;190;1300;379
12:00;91;68;23;188;1330;378
13:00;85;64;20;154;1190;320
14:00;81;93;22;147;1030;306
15:00;82;61;19;153;1130;315
16:00;92;51;17;156;1280;331
17:00;99;53;18;180;1230;374
18:00;97;96;27;198;1570;400
19:00;86;29;18;166;1390;338
20:00;88;25;16;228;1500;436
21:00;76;27;18;155;1260;313
22:00;62;25;17;115;900;238
23:00;61;20;15;66;670;161
