CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;63;126;1930;255
01:00;;;1250;
02:00;53;24;920;89
03:00;50;22;860;83
04:00;50;35;820;103
05:00;60;54;890;143
06:00;63;107;1040;226
07:00;81;235;1560;440
08:00;95;249;2110;476
09:00;85;198;1490;388
10:00;60;65;670;159
11:00;60;66;660;160
12:00;69;77;710;187
13:00;67;66;650;168
14:00;76;92;670;215
15:00;76;79;760;197
16:00;68;63;830;164
17:00;69;74;840;182
18:00;86;126;1140;278
19:00;97;145;1330;319
20:00;101;221;1720;440
21:00;101;254;2130;491
22:00;108;337;2580;624
23:00;81;192;2230;375
