CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;52;49;56;139
01:00;35;35;34;88
02:00;21;19;14;42
03:00;17;14;12;36
04:00;15;12;11;33
05:00;18;9;14;41
06:00;50;8;76;166
07:00;72;21;132;274
08:00;81;53;149;307
09:00;82;47;186;366
10:00;75;57;165;327
11:00;55;49;112;228
12:00;65;54;125;255
13:00;63;37;123;252
14:00;74;50;123;262
15:00;77;53;137;286
16:00;92;50;143;311
17:00;83;43;125;274
18:00;90;41;155;326
19:00;82;42;140;296
20:00;77;44;133;280
21:00;74;48;128;270
22:00;68;53;99;219
23:00;62;48;70;170
