CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;70;100;98;1450;219
01:00;58;108;55;1080;142
02:00;49;58;34;700;100
03:00;42;48;27;620;83
04:00;36;35;28;620;77
05:00;35;35;51;660;114
06:00;41;51;115;950;216
07:00;61;88;199;1510;365
08:00;87;109;239;1850;451
09:00;91;97;155;1320;327
10:00;88;90;124;1270;277
11:00;85;96;108;1190;250
12:00;90;83;133;1310;292
13:00;88;93;102;1150;244
14:00;87;91;98;1260;236
15:00;83;78;82;1200;209
16:00;92;63;99;1400;243
17:00;78;66;61;1140;171
18:00;96;73;87;1390;229
19:00;83;73;62;1110;177
20:00;88;69;85;1280;218
21:00;93;94;127;1680;286
22:00;74;108;95;1440;219
23:00;80;110;139;1780;291
