CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;84;46;38;91;1090;222
01:00;76;47;40;52;1010;156
02:00;55;25;23;41;750;117
03:00;46;27;22;28;640;87
04:00;41;25;22;26;560;79
05:00;43;30;27;48;580;115
06:00;41;29;24;100;570;192
07:00;50;30;25;161;670;295
08:00;67;37;32;179;880;340
09:00;73;37;28;184;940;354
10:00;84;35;26;121;1090;269
11:00;64;17;12;61;890;156
12:00;77;18;12;79;990;197
13:00;75;15;10;64;970;172
14:00;75;19;10;51;990;151
15:00;83;19;10;55;1060;167
16:00;84;14;10;53;1110;165
17:00;97;18;13;58;1180;185
18:00;114;19;13;74;1490;227
19:00;118;21;14;68;1490;221
20:00;153;38;21;184;1870;434
21:00;147;40;25;187;1890;433
22:00;110;49;35;102;1440;265
23:00;100;52;38;115;1290;275
