CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;81;100;2590;234
01:00;33;14;460;55
02:00;33;9;550;46
03:00;36;11;610;53
04:00;32;12;380;49
05:00;36;14;340;57
06:00;49;42;420;113
07:00;74;98;770;222
08:00;92;155;1040;329
09:00;88;160;980;332
10:00;96;172;940;359
11:00;88;137;790;297
12:00;91;167;880;346
13:00;93;159;980;336
14:00;98;151;970;328
15:00;104;170;1120;363
16:00;98;113;1230;270
17:00;118;152;1500;349
18:00;120;223;1900;461
19:00;111;154;1940;347
20:00;113;208;2340;432
21:00;114;247;2760;493
22:00;102;189;2780;392
23:00;92;169;2990;350
