CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;72;142;104;1560;230
01:00;49;197;61;1560;141
02:00;42;142;24;1100;78
03:00;38;98;21;1020;69
04:00;33;77;19;820;62
05:00;44;60;37;1000;100
06:00;51;71;67;1240;152
07:00;57;95;119;1500;239
08:00;66;96;180;1850;339
09:00;78;106;285;2130;513
10:00;86;157;264;2280;487
11:00;90;160;243;2040;460
12:00;73;221;128;1340;268
13:00;65;177;78;980;183
14:00;65;117;64;830;163
15:00;65;82;61;820;157
16:00;71;76;69;950;176
17:00;78;70;77;990;195
18:00;92;81;109;1370;259
19:00;94;106;136;1630;301
20:00;93;122;149;1680;320
21:00;91;137;168;1790;347
22:00;81;137;124;1550;269
23:00;86;130;206;2320;399
