CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;0.82158;41.7868;20.1789;11.0296;23.4145;434.73;694.942;77.6976
01:00;0.672754;47.334;21.6497;11.346;25.5205;431.64;662.67;86.3645
02:00;1.63937;39.3042;56.9017;32.3743;65.2306;636.13;895.847;139.383
03:00;1.25148;32.853;54.1681;30.9304;52.5352;519.03;882.421;113.442
04:00;1.15341;;50.1507;29.9622;;;886.287;
05:00;1.22004;28.1572;48.1108;29.1819;52.9604;481.94;737.413;109.399
06:00;1.74529;31.0645;51.289;30.5098;76.004;625.93;655.391;147.71
07:00;2.02103;39.5231;54.5559;32.0466;114.036;649.49;631.216;214.509
08:00;2.55378;37.871;62.4856;35.4839;143.309;803.84;633.906;257.673
09:00;2.23504;38.2467;64.7606;35.681;160.646;910.83;661.027;284.748
10:00;2.40722;53.5768;70.2986;37.9252;131.709;865.15;693.744;255.666
11:00;1.98694;55.2416;58.9777;32.9754;133.607;823.05;737.176;260.212
12:00;1.89361;55.1645;47.4951;26.686;90.5824;685.9;730.766;194.067
13:00;1.35273;56.3639;41.8015;21.8001;63.6711;610.22;746.801;154.074
14:00;1.47533;68.3722;27.9612;13.8311;53.8015;599.76;743.53;150.988
15:00;1.02552;72.3465;23.4513;11.9925;53.4308;686.85;748.2;154.404
16:00;1.04667;76.9626;21.8346;10.7963;56.2491;608.25;723.751;163.301
17:00;1.40423;82.8148;18.7633;9.32715;59.335;689.82;696.125;173.893
18:00;1.71143;92.4037;25.164;12.3888;70.1171;651.13;669.372;199.92
19:00;2.54516;84.6231;32.7488;17.9138;78.3615;784.92;664.606;205.084
20:00;2.10627;83.325;39.8306;22.6837;73.3638;861.92;686.609;195.863
21:00;2.09315;84.3654;37.2764;18.7455;79.2025;743.05;703.212;205.925
22:00;1.88022;70.1343;41.4927;22.4409;63.1474;762.64;723.572;167.083
23:00;0.950248;59.2435;35.2853;19.4811;43.3076;631.33;716.632;125.645
