CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;64;39;14;790;84
01:00;59;42;23;960;94
02:00;59;218;65;2270;157
03:00;50;208;65;2030;148
04:00;49;154;48;1830;122
05:00;48;190;65;1990;146
06:00;49;168;83;2040;174
07:00;59;185;113;2320;230
08:00;69;174;120;2410;251
09:00;91;191;142;2270;307
10:00;69;182;49;1170;142
11:00;59;119;32;950;107
12:00;58;62;31;1010;104
13:00;62;36;34;1000;113
14:00;67;27;35;1020;119
15:00;79;27;45;1080;147
16:00;77;35;46;1120;146
17:00;93;44;60;1480;183
18:00;104;54;85;2070;232
19:00;115;42;119;2070;295
20:00;102;47;108;1890;266
21:00;60;95;38;910;116
22:00;62;79;38;870;119
23:00;80;50;57;1160;166
