CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;55;25;54;550;137
01:00;46;20;36;450;101
02:00;74;36;108;1240;239
03:00;53;29;56;710;139
04:00;44;28;40;490;106
05:00;40;53;35;480;94
06:00;38;62;45;400;107
07:00;52;52;63;480;148
08:00;55;56;92;730;195
09:00;73;49;85;850;202
10:00;75;38;88;820;209
11:00;72;45;91;1010;211
12:00;65;68;80;1430;187
13:00;64;65;75;870;179
14:00;68;67;90;920;205
15:00;73;72;107;1280;238
16:00;84;53;111;1400;253
17:00;75;48;116;1010;253
18:00;;48;;;
19:00;90;53;155;1310;328
20:00;99;42;173;1270;363
21:00;99;59;182;1420;377
22:00;73;33;101;870;227
23:00;63;28;69;670;168
