CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;58;202;197;360
01:00;43;100;53;125
02:00;38;101;32;87
03:00;36;104;24;73
04:00;38;111;38;97
05:00;42;129;55;125
06:00;44;126;85;174
07:00;56;131;192;350
08:00;69;137;258;463
09:00;57;144;175;324
10:00;62;153;188;349
11:00;;;;
12:00;;;;
13:00;80;188;213;405
14:00;76;206;193;371
15:00;74;191;154;309
16:00;83;234;157;322
17:00;100;219;183;379
18:00;99;227;242;469
19:00;94;244;242;464
20:00;110;255;417;748
21:00;88;270;315;570
22:00;83;248;330;588
23:00;73;214;297;527
