CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;33;49;40;32;1150;82
01:00;36;73;59;30;1370;81
02:00;29;74;62;18;1270;56
03:00;29;75;61;17;1200;56
04:00;25;65;54;17;1160;50
05:00;31;60;49;29;1190;75
06:00;39;56;45;54;1220;122
07:00;57;59;45;127;1560;253
08:00;71;50;38;174;1640;337
09:00;59;50;38;131;1450;261
10:00;70;46;35;167;1500;325
11:00;76;48;38;171;1500;338
12:00;108;43;33;284;1610;541
13:00;83;43;33;152;1530;316
14:00;78;53;41;162;1570;326
15:00;74;52;41;161;1580;320
16:00;77;55;45;186;1730;363
17:00;73;54;44;148;1590;300
18:00;67;67;55;154;1730;304
19:00;65;66;54;130;1610;263
20:00;63;67;55;127;1570;257
21:00;56;69;57;97;1480;204
22:00;40;50;42;59;1320;130
23:00;45;54;45;55;1310;130
