CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;74;79;42;1340;140
01:00;73;62;35;1270;128
02:00;79;78;67;1680;182
03:00;67;77;37;1580;125
04:00;68;88;52;1450;148
05:00;65;101;65;1380;163
06:00;68;107;119;1330;250
07:00;84;141;245;1430;459
08:00;92;145;230;1610;445
09:00;119;153;244;1770;492
10:00;106;104;131;1740;306
11:00;103;;111;1640;273
12:00;;109;;;
13:00;107;98;83;1090;233
14:00;98;99;64;970;196
15:00;111;83;80;1010;233
16:00;108;92;69;1120;214
17:00;121;101;80;1200;243
18:00;112;125;67;1240;214
19:00;122;82;103;1250;280
20:00;95;95;62;1280;189
21:00;119;102;116;1370;296
22:00;98;70;56;1440;183
23:00;;65;;;
