CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;39;52;23;74
01:00;47;98;31;94
02:00;43;82;26;81
03:00;29;72;15;51
04:00;28;59;15;50
05:00;28;49;19;56
06:00;41;35;46;110
07:00;72;32;116;247
08:00;80;23;145;302
09:00;73;32;115;248
10:00;58;50;73;168
11:00;53;65;75;167
12:00;56;72;61;147
13:00;46;59;46;116
14:00;52;47;49;126
15:00;62;39;66;162
16:00;50;35;40;110
17:00;77;26;81;199
18:00;84;35;86;214
19:00;76;42;87;207
20:00;63;61;60;153
21:00;43;77;30;87
22:00;46;60;27;87
23:00;52;59;42;114
