CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;76;61;51;900;154
01:00;75;60;42;790;139
02:00;56;74;20;680;87
03:00;56;68;24;660;93
04:00;52;39;31;580;100
05:00;67;59;104;840;226
06:00;78;59;206;1860;392
07:00;92;79;182;2380;370
08:00;115;89;206;2460;430
09:00;108;89;134;1720;314
10:00;88;106;92;1140;228
11:00;82;66;59;1010;173
12:00;79;56;47;860;151
13:00;95;36;68;960;199
14:00;73;22;46;870;142
15:00;89;26;58;930;178
16:00;87;30;65;1000;186
17:00;94;21;76;1030;210
18:00;106;22;105;1370;266
19:00;115;46;115;1580;290
20:00;127;28;172;1720;389
21:00;108;42;114;1290;282
22:00;97;57;96;1250;244
23:00;89;37;80;1060;212
