CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;42;216;38;100
01:00;51;249;99;201
02:00;48;237;37;105
03:00;48;223;24;85
04:00;44;207;18;72
05:00;46;195;43;112
06:00;53;201;113;225
07:00;58;210;214;384
08:00;67;209;264;470
09:00;70;227;269;482
10:00;80;227;268;491
11:00;72;249;228;421
12:00;64;278;171;325
13:00;68;225;172;331
14:00;65;219;184;348
15:00;65;178;155;303
16:00;69;213;141;284
17:00;63;226;106;224
18:00;69;218;113;241
19:00;65;230;104;224
20:00;72;211;174;339
21:00;61;287;103;218
22:00;58;254;84;187
23:00;56;240;68;161
