CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;75;98;1000;224
01:00;62;80;830;184
02:00;38;28;510;80
03:00;36;26;460;76
04:00;31;26;440;71
05:00;33;29;440;77
06:00;49;85;620;179
07:00;70;198;1120;373
08:00;95;326;1640;593
09:00;99;286;1450;536
10:00;86;198;1330;388
11:00;92;168;1320;348
12:00;75;109;820;240
13:00;87;112;790;258
14:00;89;121;830;274
15:00;96;115;880;270
16:00;102;134;1050;305
17:00;110;154;1120;344
18:00;112;183;1440;391
19:00;120;193;1710;415
20:00;116;225;1820;460
21:00;110;214;1850;438
22:00;99;169;1570;357
23:00;81;122;1190;267
